id	qid1	qid2	question1	question2	is_duplicate
162789	253364	253365	I like debate but I don't want to be a lawyer, what is a good career for me?	I am 25. I don't how to start my career.  Can a book help me?	0
162790	139559	53547	How do I download playlist?	Is there any way to download YouTube playlists?	1
162791	24317	253366	Why does Europe have a voltage of 220 V, Japan has 100 V, and North America has 110 V? Is 220 V better, more dangerous, or more efficient? Why doesn't the world converge into a more unified voltage?	What's the household voltage in Europe and American? 220V?	0
162792	253367	253368	What is the easiest way to learn punctuation?	What is the easiest and fastest way to learn punctuation of English language?	1
162793	13689	253369	How do I prepare for the IAS exam at home?	How should one best prepare for IAS examination?	1
162794	253370	253371	How do I make a thousand dollars in a week legally?	What is the best way to legally make at least $1000 in a week?	0
162795	214630	31930	What are some lesser known/interesting stories in Mahabharata?	What are some lesser known and really interesting facts about the Mahabharata?	1
162796	253372	168816	What are some of the best job listing portals for media/content related jobs in India?	Which is the best job Portals in India?	1
162797	2790	253373	What is your most embarrassing moment in public?	What are the most embarrassing moments you have had in your office?	0
162798	224794	253374	Which university is the best for computer engineering in the world?	What is the best university in the world for engineering?	0
162799	253375	253376	I am a student and I am distracted by adult, dirty films. I want to be a topper, what should I do?	How one can learn React and Redux over the weekend?	0
162800	253377	253378	How Does SEO Better? Those who pay Google Adwords to get clients, or someone in organic listing?	Do I need to pay to get a Google AdWords account?	0
162801	184379	62435	What are the top 10 websites you can't do without visiting in a day? And Why?	What are the top 10 addictive websites for you?	1
162802	253379	253380	Is there anyway to avoid paying tax for Amazon purchases in California?	How do I complete a BOE 101 form?	0
162803	181617	253381	Why do dogs pee on tyres?	Why do street dogs in India pee on car tires and afterward smell it?	1
162804	253382	253383	Where can I find western clothing factory outlets in wholesale in India?	Find me western clothing factory outlets wholesalers in India?	1
162805	253384	253385	Should I stop being around friends that are rude to me whenever I don't want to hang out with them, or if I have too many friends and don't get the chance to hang out with most of them?	How can I show to my colleagues that I don't want any friendly relationships with them without being impolite?	0
162806	253386	253387	Do you like GaramChai Telugu entertainment on the YouTube channel?	Could someone provide with an introduction to Shintoism?	0
162807	253388	253389	Do you need legal credentials to start an investment group/vehicle? Which ones?	How do you start an investment group? What is the average worth of a single share?	0
162808	253390	253391	When can i get to my belongings from mississauga etobicoke storage?	How does one get from Toronto to Greenland?	0
162809	253392	59029	How does one meditate ON something?	What is the best way to meditate?	0
162810	202939	253393	Why do some women shave their eyebrows and paint them back on?	How do I hide a shaved eyebrow?	0
162811	253394	157361	Why USA supports Pakistan?	Why does US support Pakistan?	1
162812	253395	253396	Can a hybrid application store user login credentials locally on the device that it was installed on? Can he use this for authentication each time the user launches the application so that he may not have to do it himself and the hybrid app does the task for him/her untilsignout?	Quora User FAQs: How do I find the list of topics/interests on Quora that I got when I installed the application for the first time?	0
162813	253397	253398	Why do lean programs fail?	Why do so many companies which try to implement lean manufacturing fail?	1
162814	253399	253400	What is a Tesla coil?	What is coils?	0
162815	253401	253402	What is black hat in seo?	Who is a scarier VP option: Kaine or Pence?	0
162816	253403	253404	What does Coinbase do? What does it have to do with Bitcoin?	What's the best alternative for buy/sell bitcoin to Coinbase? I do not wish to provide my id.	0
162817	253405	253406	What gets you noticed enough by the company to get hired as a journalist if you didn't get a degree in journalism?	Which African American NFL player holds the most records?	0
162818	253407	253408	Can wolves have blue eyes?	Why do wolves have blue eyes?	0
162819	253409	253410	What is the meaning of pleurisy?	What is the best way to drive from Denver to flagstaff?	0
162820	253411	253412	How does strep throat differ from tonsilitis?	How does tonsillitis and strep throat differ?	1
162821	47953	197567	Which one is better to buy, Xbox or PlayStation and why?	Which is better: Xbox or Playstation? Why?	1
162822	4018	92977	How would demonetizing 500 and 1000 rupee notes and introducing new 2000 rupee notes help curb black money and corruption?	How does the latest decision of abolishing 500 and 1000 rupee notes help the Government curb corruption?	1
162823	253413	253414	Why is kneeling on rice used as a punishment?	Is kneeling on rice really a punishment?	1
162824	253415	118303	How can I get 12th pass certificate?	What can I do with my bca pass certificate?	0
162825	253416	253417	Can we use multiple constructors in a PHP Class?	Is PHP used in MNC?	0
162826	120674	115373	How does Donald Trump expect Mexico to pay for his proposed border wall?	How will Donald Trump make Mexico pay for the wall? Why does it make sense that Mexico will pay? Will Mexico do it?	1
162827	253418	253419	Is Lightning faster than sound and why?	Is lightning faster than sound? Why or why not?	1
162828	253420	253421	What % ROI do top hedge funds average?	Who are the top 100 women in hedge funds?	0
162829	13045	253422	What are the secrets only the wealthy know and the middle class is unaware of?	Where do wealthy and middle class people live in India, and how does it look?	0
162830	97603	4757	Does masturbation affect muscle growth when working out?	Does masturbation affect bodybuilding or muscle growth?	1
162831	253423	253424	What is an optically active material? What do they do?	What are optically active substances?	0
162832	253425	253426	How would you solve this thermodynamics problem?	How do we solve the given thermodynamics problem?	0
162833	253427	253428	What does masturbating mean for female?	My friend is 12 years old and wants to have sex. What should he do?	0
162834	233737	81433	Is there a best time to study?	What is the best time to study, day or night ?	0
162835	7299	253429	What will happen if two black holes collide?	What happens when two massive blackholes collide?	1
162836	253430	253431	How do you survive in this world?	How does one survive in this world?	1
162837	253432	253433	Why white screen comes in Gionee elife S5.5?	Why does my laptop screen turn purple and white sometimes?	0
162838	253434	253435	How do I overcome my fear of my boss at work?	How do I overcome my fear of talking to my boss?	1
162839	195043	37312	What do you do when you hate someone to the core?	What will you do if you hate someone?	1
162840	253436	253437	As expats and foreign observers, what has disappointed you the most about developments in China during recent years?	What can you say (based on some facts and statistics), about the quantity of production transferred from the US to China? Has it decreased within the last year? If it has, then why?	0
162841	76909	253438	What is the meaning of LIFE to you?	How does life make sense?	1
162842	198326	253439	What is a g tensor?	What is a tensor network?	0
162843	253440	253441	Do you put water in a crock pot; if so, how much do you add and where?	I mistakenly put my hand in a pot of boiling water and I didn't scald, how is this possible? My hands were already wet, is this why it didn't burn?	0
162844	151865	253442	How would you solve this trigonometry word problem?	How do I solve this mathematical word problem?	0
162845	253443	253444	What is the best way to prepare for pre medical test 2017?	How do I prepare for pre-medical test 2017?	1
162846	158816	253445	What is the best site to listen and download english songs?	What are some good sites for downloading English songs?	1
162847	165769	253446	Why is that the news channels broadcast advertisements all at the same time?	Why each news channel show advertisement at same time?	1
162848	70932	253447	Is Buddha an avatar of Vishnu?	Is Sri Buddha an avatar of Vishnu?	1
162849	4141	142912	What is your review of the 2016 MacBook Pro?	Is the 2016 MacBook Pro with Touch Bar a worthy buy?	1
162850	61869	63556	What is the best method of learning to speak a language?	What is the best self-study method for learning languages?	1
162851	253448	253449	How did you know you were a sociopath?	How do you know who may or may not be a sociopath?	0
162852	253450	253451	How good is the distance Post Graduate Diploma in Human Resource Management (PGDHRM) from Symbiosis center for Distance Learning?	Is it advisable to do the Human Resources Diploma course from Symbiosis Center for Distance Learning?	0
162853	14686	75290	Do you think there's life on other planets?	Is there no life on other planets?	1
162854	253452	253453	"What answer when someone (a girl) ask you ""Tell me something interesting about you""?"	"Is it misleading to just say ""okay"" when someone tells me something?"	0
162855	253454	253455	What is the best way to learn dynamic programming?	What is dynamic programming?	0
162856	253456	253457	Should we get bill before getting chips?	Counselling in private medical colleges in neet 2016 would be centralized online system or colleges wise offline. Pl clarify the procedure?	0
162857	253458	253459	How are candidates selected for CSIR or UGC fellowship based on performance in the CSIR-UGC Net?	What is the List of PSUs that an MBA (marketing) candidate can apply through UGC NET?	0
162858	253460	253461	Which is a suitable inpatient drug and alcohol rehab center in Newton County AR?	What is a suitable inpatient drug and alcohol rehab center in Howard County AR?	0
162859	253462	63031	Which is the easiest to learn for a beginner — skiing or snowboarding?	How hard is it to learn how to snowboard?	0
162860	253463	253464	"What is the meaning of the phrase ""hard work pays off""?"	How should you react when your Hard work doesn't pays off?	0
162861	253465	14283	What are some things new employees should know going into their first day at Atrion?	What are some things new employees should know going into their first day at Citizens?	0
162862	107550	203219	Why do colors look more red in one eye and more blue in the other?	Why would one eye see different colors than the other?	1
162863	253466	253467	How do I self study ccna & ccnp?	How are you studying for the CCNA?	0
162864	253468	253469	What dream did you have as a teenager which you had to bury because they said it wasn't realistic?	"I have been bullied, as a kid, a teenager, and as an adult. My tormentors, when I say I should be treated fairly, say ""Fairness is for losers. Only losers want to be treated fair, because they didn't win. Therefore you are a loser and do not deserve fair treatment"". What is your opinion about this statement?"	0
162865	253470	253471	Can you suggest some good stocks? I want to invest around 25,000₹ in multiple stocks for 8-10 months with decent returns? Suggest stocks with mixed risk and returns.	I will have $4,000 USD available next month. I want to invest it and would like to get a 10% monthly return. What are some suggestions?	0
162866	77412	106674	What is the function of a hard drive?	What is the function of the hard disc drive in a computer? How does it work?	1
162867	253472	253473	Which milk is best for a newborn baby, Friso, Similac or Aptamil?	Which is better for the family: one child, two children or more?	0
162868	253474	253475	Why do some Americans believe Edward Snowden is not a hero?	How does the world today see Edward Snowden, as a hero or as a coward?	0
162869	6613	5908	Height: How would a 14 year old increase his height?	Can skipping increase my height?	1
162870	140110	18936	How do I concentrate more on studies?	How do I concentrate better in my study?	1
162871	253476	253477	How can I stop craving sugar and dairy?	How can I stop craving sugar so much?	0
162872	253478	253479	What are some best practices in moving a Wordpress site from shared hosting to a virtual server or cloud server?	What is the best alternative to Digital Ocean for a VPS server?	0
162873	253480	253481	How do I get away with less sleep?	How do I sleep less?	0
162874	57541	16932	How do I get meth out of my system in 2 days?	How can I flush meth out of my blood?	1
162875	16089	171	What is the way to increase the height at the age of 21 years?	How can I increase my height after 21 also?	1
162876	178597	73917	Why do people drink coffee?	Why do so many people enjoy drinking coffee?	1
162877	11091	10796	What is the fastest way to lose weight safely?	What is the best way to lose calories fast?	1
162878	253482	4087	Why doesn't anal sex feel pleasurable to me?	My boyfriend wants to have anal sex with me; will it hurt or feel good?	0
162879	253483	253484	How do you compare and contrast active transport and passive transport?	How does active and passive transport compare and contrast?	1
162880	253485	253486	What is it like to live in Maryland?	What's it like to live in Catonsville, Maryland?	0
162881	178367	253487	How many trees do I need to plant to offset the carbon dioxide released in a flight?	How can you get the carbon dioxide on a plant?	0
162882	132026	34175	"If he says to me ""I don't care what you do, just make sure I don't catch you and wear a condom"" supposed to mean?"	What would you do if you became rich (really rich) and you're being contacted by a friend you do to talk to anymore? Let's say you always tried to talk to him before but he simply didn't make any effort to talk to you. Do I just tell him to piss off, nicer way to say this?	0
162883	89339	47244	How do you become a celebrity artist?	How does one become a celebrity?	0
162884	253488	253489	What are some nice, beautiful stories?	Does life stop after the end of a beautiful love story?	0
162885	253490	253491	Why did the lion roar very loudly?	If we take a very powerful speaker (yet concealable) to the jungle on foot, face a lion or tiger, and play a very loud roar, would it get scared and run away or know that it's a scam?	0
162886	253492	253493	What is a conceptual manifestation of an existential attitude?	What is law of vibration? And how can we use it effectively to manifest our desires?	0
162887	253494	253495	Are there any APIs for news headlines?	Is there any API for daily news photos?	0
162888	253496	105962	What are the chances that twins will be the same gender, fraternal, and look alike?	If a set of female identical twins A/B both married a set of male identical twins C/D, would the kids of both married sets look identical or alike?	0
162889	253497	253498	Do we know the actual effects of the differences in genome between humans and chimpanzees?	How many genes are in the human genome?	0
162890	253499	107454	What are some unique characteristics of microorganisms?	What are some unique characteristics of fungi?	0
162891	180165	253500	How do you transfer from a CSU to a UC?	What is the process of transferring from CSU to UC?	0
162892	253501	253502	Who is or was the Zodiac Killer?	Does anyone think the Zodiac Killer is still out there?	0
162893	10613	40597	Do girls date guys that are shorter than themselves?	Would you date a guy who is 5 inches shorter than you?	1
162894	39175	253503	What does Donald Trump think of India?	Why India loves Donald Trump?	0
162895	253504	253505	How do you invest 3 million dollars?	What's the best way to invest in a million-dollar house?	0
162896	14063	100946	What is the deep/dark web and how do you access it?	Can I somehow earn money on the deep/dark web?	0
162897	253506	253507	Will Kanye West become president in 2020?	If Trump becomes president do you see Kanye West dethroning him in 2020?	1
162898	112639	238646	Do you know a really good app to delete ghost followers on instagram?	If you accept a follow request on Instagram, do you automatically follow the other person back?	0
162899	99351	190711	Who and what is Quora?	Why should I use Quora?	1
162900	253508	253509	When does Gray get feelings for Juvia in Fairy Tail?	What are some good Gray Fairy Tail cosplay ideas?	0
162901	253510	253511	When and how did the rivalry between Kammas and Kapu castes start in Andhra region?	How important are castes for Vijayawada people, especially for Kamma and Kapu communities?	0
162902	30812	253512	How can I prevent pneumonia?	How can secondary pneumonia be prevented?	0
162903	253513	253514	I sprayed my oven with a non-caustic oven cleaner and forgot to clean it and, now, my apartment smells. What are the dangers, if any?	If I stand 3 feet in front of my microwave oven and watch my food cook will I be in any danger?	0
162904	253515	253516	2016: Would Real Madrid be better off without Cristiano Ronaldo?	Should Real Madrid sell Cristiano Ronaldo?	0
162905	253517	253518	Why has China, a much larger country, never invaded Japan?	Why was Japan never invaded by China or Korea?	1
162906	47485	21713	Why do people try to ask silly questions on Quora rather than googling it?	Why do so many people ask questions on Quora instead of searching the answers on Wikipedia?	1
162907	253519	5331	What's Ashton Kutcher up to?	What is Ashton Kutcher like in person?	0
162908	214449	253520	What is blog commenting?	What is blog commenting.?	1
162909	253521	253522	What is the mass of one atom of sulphur?	What is the mass of on hydrogen atom?	0
162910	253523	253524	What are some things new employees should know going into their first day at Cobiz?	What are some things new employees should know going into their first day at Visa?	0
162911	253525	253526	Which chemical reaction would create the most pressure for a mini(toy) rocket?	What are chemical reactions composed of?	0
162912	253527	253528	What is the best way to remove a pine tree stump?	What is the best way to remove a tree stump?	1
162913	253529	253530	What is the best way to secure an IT job in Singapore from India?	How do I get IT job in Singapore from India?	1
162914	211495	222425	What is the ideal time and number of hours one should sleep?	What is the ideal amount of time to sleep?	1
162915	253531	253532	How do you make a rockabilly-style pompadour?	How do I style a synthetic wig?	0
162916	253533	253534	"What are some of the best arguments against critics of ""neoliberalism""?"	What are the best arguments for libertarianism?	0
162917	253535	253536	What causes wedding day jitters?	How should wedding day jitters be prevented?	0
162918	109672	253537	How does WhatsApp make profit?	How does WhatsApp make profit even though it doesn't have ads in it?	1
162919	253538	253539	Can an officer in airport take a valid passport if he suspects that it doesn't belong to the person using it?	My expected marks is 292 in neet 2… can I get seat under 15%? If not under 85% what would b the fee structure…	0
162920	253540	253541	What is the most unfortunate country in the world? Why?	Which country is the most hospitable in the world?	0
162921	253542	195053	What is it like to remarry after a divorce?	What does it feel like to get divorced?	0
162922	142781	7254	What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Belize's?	What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Brazil's?	0
162923	253543	253544	Why is honesty the best policy?	Why is it said that honesty is the best policy?	1
162924	253545	253546	What is the complexity of T(n) = 2T(n-3)?	What is the complexity of T(n) =2T(n−1) +n?	0
162925	253547	253548	Why are watermelons red on the inside?	What makes watermelon red inside?	1
162926	40673	75435	How is the picture of our Milky Way galaxy taken from the outside if we are inside the galaxy?	How did we humans take spiral images of the Milky Way from inside of the Milky Way?	1
162927	253549	138966	How do others influence our identity?	What does it feel like to be an INTJ?	0
162928	253550	253551	What effect does salt have on a sore throat?	Is it okay to use hot water mixed with salt for sore throat?	0
162929	104846	243261	Why did Shae betray Tyrion's love and sleep with his father?	Game of Thrones: Why did Shae betray Tyrion at his trial?	1
162930	253552	253553	What is the lowest broadband plan in Airtel in Kolkata?	Do I need to pay an extra 1000 rupees if I want to change the existing plan to another plan in Airtel's broadband?	0
162931	25984	35301	How do I improve my English language?	How I can enhance my English language?	1
162932	253554	7190	How do you apply to google?	How do I have to apply to work at Google?	1
162933	253555	253556	How much money does the average American college student spend on living expenses per month?	How much money does an average American college student spend on living expenses and luxury per month?	0
162934	253557	253558	How do I best learn the history of India?	What lessons do you think India should learn from its history?	0
162935	253559	253560	You have just won the lottery and you're about to get one crore rupees (approx. $150,000). What are you going to do with the money?	Which is the best investment banking firm in India to raise funds in eCommerce space?	0
162936	253561	253562	Is studying an MBBS in the Philippines better or should I stick to India? What are the pros and cons?	Should I study at home or at a quiet library? What are the pros and cons?	0
162937	253563	253564	How do Champcash make money from Chrome?	How do a Champcash customer make money from Chrome?	0
162938	165853	91369	Why does yawning occurs?	Why do mammals yawn and stretch?	0
162939	253565	253566	What is nirgun Bhojpuri genere in music?	Who is the best bhojpuri singer?	0
162940	220828	253567	On average, how much does an Indian family save monthly in the US?	How much do Indian software engineers coming as contract employees or onsite employees for various big software companies in the US save (Rs. Lakh) per month?	0
162941	55843	11881	What are the expected consequences of Declaring 500 and 1000 rupee notes as illegal?	What will be the repercussions of banning Rs 500 and Rs 1000 notes on Indian economy?	1
162942	253568	50380	Which laptop is better, Dell or Lenovo?	Which laptop I should buy, Dell or Lenovo or HP ?	0
162943	176587	75815	What are isotonic solutions? What are some examples?	What are some examples of isotonic solutions?	1
162944	253569	253570	What concrete evidence is present to establish human evolution as a scientific fact?	What are examples of evolution present in humans?	1
162945	253571	253572	Why are Iranian women so beautiful?	Why all the Iranian women are so beautiful?	1
162946	253573	164846	Which team deserves to win IPL 2014? Why?	Which team deserved to win the IPL in 2015?	0
162947	253574	253575	What is the monthly salary of an animator, VFX in India?	I want to be a VFX animator of movies like the Avengers series, Jurassic series, etc. Which college is the best suited in India/abroad?	0
162948	253576	253577	What are some of the best bike inventions that you have to try?	What are some of the best bike inventions?	1
162949	253578	253579	How much does a payment gateway service cost in India?	Which is a recommended Payment gateway for a startup in India which is cost effective & good? please advise.	0
162950	253580	253581	Which is the best online Android app development course?	What is the best online course for developing Android apps?	1
162951	253582	175585	What happens if weed and marijuana is mixed and smoked?	How did the first person to smoke weed discover marijuana?	0
162952	253583	182508	Are there major differences between programming in Android vs plain Java?	What is the difference between Lollipop and KitKat?	0
162953	215673	228656	What are the best books to read by Indian authors?	What are some good nonfiction books by Indian authors?	0
162954	253584	167162	How do you win at life?	What is the best way to win in life?	0
162955	253585	253586	What are some good pubs in chennai to hangout with girl? (not a girlfriend)	What are some of the best pubs in Chennai to try out for this new year?	0
162956	134775	253587	Can a non-US citizen start a business in the US?	How can a non-US citizen start a business in the US?	1
162957	253588	253589	Can someone become the dictator of India?	How can one become the dictator of India?	1
162958	253590	253591	Can a BBA student with maths and statistics as the subjects of the course apply for Indian forest services?	Can I apply for Indian Forest Service?	1
162959	253592	253593	What are the best media and video editing softwares for a PC?	Which is the best video editing software for PC?	0
162960	253594	253595	Should I buy a DSLR camera or a laptop?	Can I get a DSLR camera for free?	0
162961	253596	253597	What will the rank possibly be if one scores 98.5 percent in Karnataka board and gets 237 marks in Jee Mains?	What will the rank possibly be if one scores 98.5 percent in Karnataka board and gets 237 marks in Jee Mains? -?	1
162962	119990	253598	What are good books on web application security?	What are the must-read books in web security?	1
162963	253599	253600	What are some of the best cancer biology graduate programs in United States?	What are top ranked Graduate Programs in Biological Sciences?	0
162964	147596	253601	Remembering foreign words?	Remembering fireign words?	1
162965	253602	253603	What are the functions of protozoa?	What are the pros and cons of protozoa?	0
162966	253604	253605	Is it normal for my partner to constantly bring up my past relationships in discussions or arguments?	I'm in love with my best friend. I been talking to her constantly for the past two years. Is it normal to have withdrawal symptoms?	0
162967	253606	253607	What is the difference between the sea and the ocean?	What is the difference between sea and ocean	1
162968	253608	253609	Is wisdom teeth removal necessary?	When is wisdom teeth removal necessary?	1
162969	253610	253611	Why iam getting pain in my left and right palm every time I drink alchohol or doing masterbate amd some times without doing these two also?	If you found out that your candidate for President had suffered two strokes would you still vote for that person?	0
162970	10329	118125	Can you offer me any advice on how to lose weight?	What is a good diet to lose weight?	1
162971	253612	253613	Can I get a single room at 8.1 CGPA in VIT? If yes then which block should I prefer? (I am in first year)	How good is N block in VIT Vellore? Can I get some pics of rooms in N Block?	0
162972	253614	238247	Can one self-induce a coma?	How can I safely induce a coma upon myself?	0
162973	253615	152081	What do you actually love about yourself?	What do you love the most about yourself?	1
162974	253616	253617	What are the advantages and disadvantages of TTL logic gates?	What is a GoPro? What are the advantages and disadvantages of this camera?	0
162975	253618	253619	Does CGPA really matter?	Is GPA important when applying to jobs?	0
162976	253620	253621	How can you help domestic fashion manufacturing against open trade?	My startup needs help manufacturing our product in order to meet current demand, how do I go about sourcing manufacturing (domestic and abroad)?	0
162977	190399	32322	What is a part-time job that I can do from home?	What are the ways to earn in a part time job work from home?	1
162978	178040	253622	How should I Improve my English speaking to speak fluently in front of other can anyone suggested?	How can I improve English speaking?	1
162979	165226	253623	What is the relationship between philosophy and education?	What is the relationship between education and philosophy?	1
162980	253624	253625	What tools are used by professional traders in their daily work?	Are professional traders better at investing than non-professional traders?	0
162981	27544	32452	How did you expand your vocabulary?	How can I improve my English vocabulary?	1
162982	44946	9835	Which is the best quickbooks auto data recovery support number?	What is Quickbooks tech support number in Arizona?	1
162983	83290	14730	How can I learn machine learning?	What are some good books or references to get started with machine learning?	1
162984	121217	228022	Is their any way to prevent rapes in Delhi?	How do I prevent rape in Delhi?	0
162985	253626	253627	What does it mean when your boyfriend added a girl on his WhatsApp?	Talk tome when ever you free?	0
162986	253628	253629	How can you build a gaming laptop?	What would be the best way to build a gaming laptop?	1
162987	27086	253630	What is the real mystery behind Padmanabhaswamy Temple's seventh vault?	What is the mystery behind seventh door of Padmanabhaswamy Temple, located in Tiruvananthapuram, Kerala?	1
162988	253631	253632	How many nationalized banks are there in India?	Why were banks nationalized in India?	0
162989	19368	94748	Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Mamry?	Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Tirifjorden?	0
162990	253633	253634	Why does not Potential Transformer primary draw very large current (connected to a huge power grid) even when it is open circuited at secondary?	The line is not short circuited in the ground through the potential transformer, though one primary terminal is grounded. Why?	0
162991	123536	32165	What are some good ways to improve English vocabulary?	How can I increase English vocabulary?	1
162992	253635	12040	What are the differences between Github and Bitbucket?	What are the differences between BitBucket and GitHub?	0
162993	105822	253636	Is time an illusion? What do they mean by this?	Is time just an illusion?	1
162994	253637	253638	What are the licenses required for setting up a food truck in Hyderabad?	What are the licenses required to set up a food truck in Gurgaon?	0
162995	253639	253640	In how many years will Facebook die?	Do you think Facebook is ever going to die?	1
162996	253641	253642	What is the importance of water treatment for boiler feedwater?	What issues can occur if the water treatment process to feed a boiler is neglected?	0
162997	253643	235327	Will I pass my drug test?	How can I pass a drug test?	0
162998	49344	253644	How do I get someone's Snapchat password?	How do you hack someone's Snapchat and view all their photos on a phone?	0
162999	253645	253646	What and how do barnacles eat?	What do barnacles eat? How do they eat?	1
