id	qid1	qid2	question1	question2	is_duplicate
113791	185875	185876	Can cancer cells survive in oxygen?	Can people actually survive stage 4/5 cancer?	0
113792	185877	185878	What would be a better title for a life coach?	Is it useful to see a life coach regularly?	0
113793	185879	185880	Why is 4chan made up of weird, sick, and pedo people?	Why are people on 4chan so mean?	0
113794	185881	185882	Who's your favorite character on Boardwalk Empire?	Who's your favorite character on the TV series Boardwalk Empire?	1
113795	185883	185884	What are some Project ideas for production engineering?	What are some project ideas on production engineering?	1
113796	185885	185886	How long do wisdom teeth take to grow?	Teeth: How long does it take for new bone to form?	0
113797	185887	13910	What are some things new employees should know going into their first day at NewBridge Bank?	What are some things new employees should know going into their first day at Associated Bank?	0
113798	118783	185888	How is the data analyst job?	What should I do to get my first data analyst job?	0
113799	185889	141986	What is the difference between the usage of 脸 and 面?	What is the difference between usage of can and could?	0
113800	185890	185891	How do I To Join swtor2credits Summer Promo Up to 10% Swtor Credits Bonus Activity?	Where can I find a library that allows me to draw shapes like moqups.com in jquery?	0
113801	185892	185893	I just got friendzoned. What should I do now?	How do I friendzone a guy?	0
113802	160	185894	What's the purpose of life? What is life actually about?	What's our purpose of life in this world?	1
113803	185895	185896	Is it true that if our forearms are bigger than our biceps, then even by exercising our biceps can't grow?	Uses of salt bridge in galvanic cell?	0
113804	185897	185898	If we were once apes, why haven't all apes evolved to being humans?	If humans evolved from primates, can other modern primates evolve into humans in the future?	0
113805	185899	185900	How do you block someone by your smart phone such as an iPhone or Google phone?	How often do you buy the latest smart phones?	0
113806	146213	185901	How can I use Omegle on my iPod Touch and how is it compared to using Cams.com?	How can I use Omegle on my iPod Touch and how is it compared to using CamSkip?	0
113807	810	18438	What are the signs that a guy has feelings for you or has a crush on you, but doesn't want to show it, so he hides it?	Can a guy like you even though he doesn't show it?	0
113808	185902	185903	How can I let my guy freind down easy?	How do let a guy down easy?	0
113809	185904	23379	What are the upcoming movies of year 2017?	What are the most anticipated movies of 2017?	1
113810	104220	185905	How do you repair an iPod screen?	How can I fix a cracked iPod screen?	1
113811	23593	23798	How do you log in to Facebook if you forgot your password?	I forgot my Facebook and email password. How can I log into Facebook?	1
113812	1931	17122	How does a long distance relationship work?	Does long distance relationship work?	1
113813	185906	185907	Do the Greeks still worship Greek gods?	Do people still worship the Greek gods?	1
113814	185908	185909	Can one new website beat the old one just because of better UI/UX with almost identical function?	Will people move from one platform to another (a new website) just because of better UI/UX with similar to identical function?	1
113815	185910	185911	Why don't we want to work?	Why do you want to work for?	0
113816	185912	185913	What solution for developping a bank scrapping software?	What are the main reasons why students from Queens College, CUNY don't graduate on time?	0
113817	185914	185915	What are some samples of good goodbye speeches for my boss?	What are some samples of good goodbye speeches?	0
113818	185916	185917	Which is the best training institute in Bangalore for Java that offers internship and jobs?	Which is the best institute for java training in Bangalore?	1
113819	185918	185919	What are the causes for depletion of wildlife?	Is it okay to feed wild animals?	0
113820	9030	185920	How can one grow a thick beard at a faster rate?	How can I grow my beard faster and thicker?	1
113821	185921	185922	I have a 15mm kidney stone. Is it possible to dissolve it using medicines with no operation?	How do I eliminate kidney stones?	0
113822	4235	185923	What is it like to live and work in Dubai?	What is the cost of living in Dubai?	0
113823	119619	160419	Which is the best app for earning money?	Which is the best app for earning?	1
113824	185924	185925	Is there any idea, how to prove (no computer) that 253*Sqrt(2) +874*Sqrt(3) +582*Sqrt(5) >3173?	Is there any idea, how to prove (no computer) the inequality [math]253 \sqrt{2} + 874 \sqrt{3} + 582\sqrt{5} > 3173[/math]?	1
113825	185926	185927	What are the benefits of CMS?	What is a CMS? What are the benefits?	1
113826	111186	185928	Dominion (card game): What are some good Mine strategies?	Dominion (card game): What are some good Village strategies?	0
113827	24960	32509	I am an international student in the US - do I have to leave if Trump wins?	I am an Indian student going to the US in Fall 2016. How bad will it be for international students if Trump gets elected as President?	1
113828	24555	185929	How do l see who viewed my videos on Instagram?	How can I see who viewed my Instagram videos but not liked it?	0
113829	185930	185931	Should I start playing video games?	I have never played video games. Where should I start?	0
113830	185932	185933	Can chlorinated water cause hair loss?	Do hair perms cause hair loss?	0
113831	151232	18160	How is the word 'rescind' used in a sentence?	How is the word 'gape' used in a sentence?	0
113832	92829	185934	What are some of the best tips you have for someone who wants to quit meat and dairy easily?	What are the basics of photography?	0
113833	110047	52749	What is the one thing that you want to do before you die?	What things you want to do before you die?	0
113834	185935	185936	Which one is a better MBA option? Rotman Toronto or Schulich, York Uni Canada?	Is it worth to get an MBA from Rotman?	0
113835	185937	185938	Why do revolvers have six bullets?	Should I buy a revolver or semi-automatic?	0
113836	185939	185940	What can I give to my boyfriend as Christmas present?	What should I give my boyfriend for Christmas?	1
113837	32047	185941	What happens to a car battery after continuous power draining?	What happens to the Samsung Galaxy S5 Mini if it's powered by a micro USB charger from Power Bank and the battery is removed?	0
113838	185942	185943	"I'm going to Paris. What is the equivalent ""neighborhood"" of Paris to the Mission in San Francisco, or Williamsburg in New York?"	Why do people go to Paris instead of Lyon?	0
113839	185944	185945	How do I learn Marathon?	How can I learn marathons?	1
113840	73323	15889	I'm 8 days late for my period, Am I pregnant?	My period is 10 days late. Am I pregnant?	1
113841	185946	48382	"How is the word ""longing"" used in a sentence?"	How is the word 'bludgeon' used in a sentence?	0
113842	185947	185948	What are some of the Great facts about  Maharana Pratap?	What are some of the Great facts about Maharana Pratap?	1
113843	14547	185949	Who made you realize you were gay?	When did you realize you were gay/lesbian/bi? How did it feel?	1
113844	6930	60781	What is the best way make extra money?	How can I start making money? What are the best ways to make money?	1
113845	185950	185951	How can I slow down?	How can you slow down light?	0
113846	185952	136801	Have you ever clinically died and what did you experience?	Has anyone ever died and then revived? What did they see when they die?	1
113847	59964	15752	What did you think of the Joker in Suicide Squad?	What is the Suicide Squad?	0
113848	185953	38511	What are certain things that makes Indians happy?	India: What are some things that make Indians happy?	1
113849	108393	185954	How do I get free WiFi on Android?	How can I get free wifi at home?	0
113850	185955	185956	Did the people who have a beautiful spirit actually deliberately develop it or are they just lucky?	How do I uninstall UC Chinese browser in PC?	0
113851	5988	18588	What is the expected KVPY 2016 SA cut off?	What is the cut off of KVPY SA stream?	1
113852	185957	185958	Can you get pregnant without being fertilized?	How can you get pregnant? And why can't you?	0
113853	139876	174937	How do I become less of an introvert?	How do I become an introvert?	0
113854	185959	185960	Is dollar account required to connect with PayPal?	Are there any old Tamil movies which mentions or is about Sri Lanka?	0
113855	8693	185961	How do you retrieve deleted direct messages on Instagram?	On Twitter, is there a way to retrieve deleted direct messages?	0
113856	185962	185963	Which hotel are best for unmarried couple in bodhgaya?	What is the best hotel for an unmarried couple in rishikesh?	0
113857	97428	185964	Why is my heart beating really fast for no reason?	Why is my heart beating faster for no reason?	1
113858	876	4039	What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?	Is our PM Modi doing the correct thing with 500 and 1000 Rs notes?	1
113859	185965	185966	How do you change your country?	How can we change a country?	0
113860	185967	152893	Which are the most inspiring movie scenes?	What are the most inspirational movie scenes of all time?	1
113861	185968	185969	How can I get my parents to like me?	How do I get my parents to like my friends?	0
113862	185970	185971	Why does Donald Trump love (Communist) Russia but not China?	How will Donald Trump deal with Russia?	0
113863	21231	185972	How do I get over my porn addiction?	What are some effective ways to get rid of porn/masturbation addiction?	1
113864	185973	185974	Scientists say that the human body produces magnetic field so, can we harness this magnetic field and induce electrical energy just from the body?	Can we increase the mass of an electron accelerated in an electric field, coupled by a pulsed transverse magnetic field?	0
113865	23507	69441	How do I write a post Quora?	How can I ask my question on Quora?	1
113866	185975	185976	Is there a search engine or website where you can type in the names of two actors to see if they have starred in the same film together?	"My mother asked me if she can see the film ""America Ammayi"", a Telugu film released in 1976, and I am searching it for ages all over the net. Are there any websites where I can find such old films?"	0
113867	4352	34942	How can we earn money online in india?	How can I earn money easily online?	1
113868	185977	185978	What is the derivative with respect to x [math]x \sin(y)+y \cos(x)=0 [/math]?	How would your views on the death penalty and appropriate punishment for crimes change if there were proven to be an afterlife, and possibly ghosts?	0
113869	185979	185980	Pokémon GO Is The Reason For Increased Roadside Accidents?	If Comp engg grad has 3+ workex as a BA,shud one do an MBA.Which courses r recommended 2 continue as BA.Any 1 yr MBA courses in India with a good ROI?	0
113870	185981	185982	Preparations for MS Computational Physics?	Free it ebooks site?	0
113871	185983	185984	What haircut should someone with long, thick hair get?	How can I curl long thick hair?	0
113872	55734	15272	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Syrian Desert?	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Great Sandy Desert?	1
113873	185985	185986	Which is having more proton affinity among PH3 H2o H2S NH3?	Can I mute people based on country on Quora?	0
113874	185987	185988	Why is the default tip for orders through Seamless so low?	Why do so many restaurants on Grubhub and Seamless  raise order minimums over time?	0
113875	185989	185990	What are the main branches of natural science? How are the used?	What are the main branches of science? How do they compare?	0
113876	185991	185992	How do you tell if you have a broken nose?	How can I tell if my nose is broken?	1
113877	185993	185994	Why is wheatstone bridge not used in measuring low resistances?	Why is Wheatstone bridge not used to measure low resistance?	1
113878	185995	185996	What universities does Spark Therapeutics recruit new grads from? What majors are they looking for?	What universities does PTC Therapeutics recruit new grads from? What majors are they looking for?	0
113879	166553	40919	How do I transfer Paytm balance to bank account?	Is it possible to transfer money from Paytm to your bank account?	1
113880	185997	185998	What is aura?	What is an aura?	1
113881	169644	185999	"What does ""you are so mean"" mean?"	What is the meaning of your so mean?	1
113882	186000	186001	How was the first year of your B.Tech life?	How was your first day of B.Tech?	0
113883	63802	186002	I temporarily disabled my Instagram account, but I can't log into it anymore. Why can't I log into it?	After temporarily disabling my Insta account last night and logging back today, I found out all my 559 pictures are gone. Are they deleted permanently? How do I get them back? \U0001f614	0
113884	186003	186004	How do I show I want to hook up with my moms friend? He's 35 and I'm 16. He's given me a foot massage before and we always stay up late together talking and watching movies since I stay overnight a lot.	I hooked up with a guy and he seemed like he really liked me, but after this he thought I didn't enjoy it and hasn't talked to me since. Why?	0
113885	186005	186006	Which is better: life before or after marriage? Why?	After marriage how does a girl's life change?	0
113886	186007	186008	What is SAP about?	What is SAP Afaria?	0
113887	186009	186010	Can someone solve a Sudoku in his mind?	What is the history of the game Sudoku?	0
113888	186011	186012	How do I become spiritual?	How can I become more spiritual?	1
113889	50496	186013	How many degrees does the hour hand of a clock move in a second?	How many degrees does the hour hand on a clock move in one day?	0
113890	186014	186015	How do you make an appointment at an Apple Store?	How can I set up an appointment at the Apple store?	1
113891	47102	63037	What is one thing you plan or want to change in your life?	What is a thing that you would like to change in yourself or your life?	1
113892	186016	117174	Why is it so painful not have friends?	Why is there pain?	0
113893	1920	89282	How can I gain healthy weight and mass?	How do I gain some healthy weight?	1
113894	186017	186018	What is the Mental Health Act?	What is the Mental Health Act in Canada?	0
113895	186019	186020	Will the YIF call for a telephonic interview on a day other than the given date?	How can I get an interview call from other MNCs?	0
113896	186021	186022	What is wrong with our economics?	What is wrong with economics?	1
113897	186023	186024	Can there be such a thing as a failed region in a successful state?	Can there be such a thing as a failed region in a successful state? How about a successful region in a failed state?	0
113898	186025	186026	What are the characteristics of oral literature? What are some examples of oral literature?	What elements characterize oral literature?	1
113899	186027	2068	What hotel in Parwanoo Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	What hotel in Shimla Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	0
113900	34447	142413	How do you know if someone defriended you on Snapchat?	How do I screen shot on snapchat without sender knowing?	0
113901	186028	186029	What's the most convincing conspiracy theory?	What is the conspiracy theory you believe the most?	0
113902	8620	179536	Why do people with happy and normal lives throw everything away to join ISIS?	Why would someone like to join ISIS?	1
113903	186030	92916	What are the different parts of a formal dress suit?	What is the best color of shoes to match a gray formal dress?	0
113904	176790	186031	Norway: What is it like to live in places with 24 hours of full daylight or darkness?	Why does the UN consistently say Norway is the best country in the world to live in?	0
113905	186032	186033	Which is the best free Digital Audio Workstation (DAW) for Windows?	What are some of the best free DAWs (digital audio workstations) for Windows?	1
113906	53542	5438	Which Country is the richest on the planet?	Who is the richest country in the world?	1
113907	186034	186035	What is the difference between computer networks and network communications?	What is the difference between network and Networking?	0
113908	186036	186037	How can I take a selfie with Snapchat without clicking on the button? Is there a timer?	Why do our flipped images from taking selfies don't look as good as symmetrical images taken from (ex. Snapchat) or from viewing a mirror?	0
113909	143461	5057	Is there even a slight proof of alien life?	Is there proof of extra terrestrial life?	1
113910	186038	186039	In image analysis, why do people use blob detectors rather than DFS to detect blobs?	How do I do color image analysis with Swift?	0
113911	134512	21768	What can I do to improve communication skills?	What is the best way to improve our communication skills?	1
113912	186040	186041	What are some problems which Indians faces when going to America?	What problems do Indian's face in America?	1
113913	186042	186043	Which is the best for GMAT among Byjus & Magoosh?	What is the Scope of Remote sensing and GIS after Civil engineering? Where can I get job? How much shall I Score in GATE for getting good college?	0
113914	186044	186045	Is it true that the Byzantine Empire was the most famous state at its age?	How is Barclaycard minimum payment calculated?	0
113915	186046	186047	Who sells family office databases?	Why are there so few database-as-a-service who selling capacity+throughput instead of nodes with some hardware specification?	0
113916	186048	186049	Why aren't there any wall clocks in cinema theatre lobbies?	How do you paint a clock on a wall?	0
113917	186050	186051	What do you do on a 7-hour trip from Stowe, VT to Montauk, NY?	What is a sarcomere? How is it composed?	0
113918	186052	186053	What is it like to work at Dropbox office at San Fransisco, California?	Does Uber work at 3 am in San Fransisco?	0
113919	186054	186055	How does Hillary Clinton feel about Donald Trump?	What is the thing about Donald Trump vs. Hillary Clinton?	0
113920	186056	186057	Where can I get some high quality weed (marijuana) in Chennai?	Where can I get some high quality weed (marijuana) in Mumbai?	0
113921	186058	186059	When was the telegraph invented?	How was the telegraph invented?	0
113922	186060	186061	Which company should I invest in BSE/NSE for maximum long term returns?	Which are the specific stocks to buy in BSE or NSE for a long term with good returns?	1
113923	186062	103584	What are some mind blowing Hover tools that most people don't know?	What are some mind blowing Amazon tools that most people don't know?	0
113924	186063	186064	What universities does Diamond Hill investment recruit new grads from? What majors are they looking for?	What universities does Black Diamond recruit new grads from? What majors are they looking for?	0
113925	186065	186066	Why are lightsabers sometimes one stab one kill?	Why do Jedi and Sith die from one stab from a lightsaber?	1
113926	186067	186068	What is the best way for converting a website (which is not owned by me) into an iOS app?	"What is the best way to ""convert"" a website into an iOS app?"	1
113927	186069	186070	What is the difference between the Intel core i5 and the Intel core M (in the new MacBook)? Which is better?	Is 16 GB RAM compatible with a Core i5-3320M laptop?	0
113928	186071	186072	What is the difference between astronomical units and light years?	Why is there a difference between a solar year and a sidereal year?	0
113929	92739	51167	How does it feel to be a gay or lesbian in India?	What's it like to be gay in India?	1
113930	186073	186074	Which is the best institute for the GATE mechanical in pune?	What does no one tell you about leaving your spouse - I mean about the loneliness that comes with the freedom?	0
113931	50439	66663	What is meant by entropy?	What is the physical meaning of Entropy?	1
113932	186075	186076	How can make money?	How one can make money?	1
113933	127148	40281	How can I use WhatsApp on my laptop without using my phone?	Which laptop do programmers use to work?	0
113934	186077	186078	How can I become a good writer?	Who can be a good writer?	0
113935	176838	186079	How does a CCNA certificate look like?	Who can do a CCNA certification?	0
113936	84599	186080	What are examples of newton's third law?	What is Newton's third law of motion with examples?	1
113937	28091	37318	How can I pass a drug test for meth in two days?	Will the creto method get me to pass a drug screen tomarrow if I used meth today?	1
113938	186081	186082	How do I become a senator?	What is the best way to become a U.S senator?	0
113939	186083	186084	Who discovered that the Earth was round? How was this discovered?	How was it discovered that the Earth was actually round?	1
113940	158293	122887	What is the difference between () => {} and (() => {}) ()?	"What is the difference between "":="" and ""::="" ?"	0
113941	56652	47388	I am 15 years old and I have a long torso and short legs how can I get longer legs by a couple inches without surgery?	How can I shave my legs forever without surgery? And how can I let the hair's color become weak?	0
113942	186085	49622	Are there sources to describe the life of Jesus other than the bible?	What do we know about Jesus's disciples from sources other than the Bible?	1
113943	186086	186087	Can you dislike your parents/children but love them?	Can I delete someones IG account?	0
113944	186088	114042	Who is John Kohler, from the popular Growing Your Greens YouTube channel?	How do I download videos from a paid YouTube channel?	0
113945	61267	186089	What's it like to live in Finland?	What was it like to live in the 80's?	0
113946	44890	186090	What hotel in Araku Valley Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	What hotel in Nubra Valley Hill-station would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?	0
113947	186091	186092	Which VoIP services give you a free real phone number for the incoming calls?	Is there a service which gives you a free phone number which can be used to verify a Yahoo account?	0
113948	186093	186094	How can I cure my treatment resistant depression?	Why is some depression treatment resistant?	0
113949	186095	186096	How do I learn the confident trait?	How do I achieve a confident trait?	1
113950	186097	186098	Why does Detroit airport have its airport signs in Japanese?	Have you had any bad experiences on the job?	0
113951	186099	186100	In the YouMail app, what does clicking the Star, turning it yellow, mean? I've seen this next to each voicemail message. What does clicking star do?	I've been doing research on 2nd Screen sport predictive apps, and came across the Heineken Star Player App Does anyone know what happened to it more recently and what kind of impact it has made in 2012 and 2013?	0
113952	186101	186102	Which is your favourite love poem?	What are some of your favourite poems?	1
113953	186103	186104	Where can I download ScHoolboy Q Blank Face LP album zip?	Where can I get link to download ScHoolboy Q Blank Face LP Full album?	1
113954	186105	186106	Was it true that Lord Rama ruled his kingdom for 11000 years? What was the exact time of his rule?	Did Lord Rama eat beef?	0
113955	423	186107	How headphones work as an Antenna to play FM radio channels on Mobile phones? Why mobile companies doesn't install the same inbuilt Antenna on phones to be able to play FM without the headphones?	What type of antenna is used in mobile phone receivers?	0
113956	36960	15846	What does the order of who views your story on Instagram mean? Why is one person always on top no matter when they view it?	If I have someone blocked on Instagram, and view their story, can they see I viewed it?	0
113957	186108	186109	What are some common myths (2016)?	What are some of the common myths?	0
113958	186110	8292	What is the Personal Property Security Act and how is Nova Scotia's different from the Territory of the Yukon?	What is the Personal Property Security Act and how is Nova Scotia's different from British Columbia's?	0
113959	186111	186112	How do I set up Xcode for Javascript?	What are the best Xcode themes?	0
113960	186113	186114	Why are flights to Las Vegas so cheap from St. Louis?	How can I get cheap flights from Cleveland to Colorado?	0
113961	186115	186116	"Does an emotional connection towards a ""potential"" lover mean we necessarily have feelings for that person?"	What are your emotional feelings toward behaviour?	0
113962	186117	186118	What race should I put on my college applications?	What race should I put on college applications?	1
113963	26547	16787	Does our mind control our emotions?	How do I control emotions..Like Heart Breaking emotions?	1
113964	113631	1120	What places should I visit during my visit to Kerala during July?	What can be the medium budget to visit best places in Kerala for three members (2-3 days)?	1
113965	64721	186119	What is time? Does gravity actually slow down time?	Can 100 years on Earth be equal to about 500 years on Mercury due time dilation?	0
113966	186120	186121	What is the worst fast food restaurant?	What is the fastest fast food restaurant?	0
113967	160671	186122	How many Tatkal tickets can be booked through the same IP address at a time?	What are Tatkal tickets?	0
113968	186123	175112	How do I go about getting a sugar daddy?	How do I acquire a sugar daddy?	1
113969	186124	186125	What is the value of (1÷0)-(1÷0)?	What is the value of |1/0|?	0
113970	31800	186126	Do employees at National Interstate have a good work-life balance? Does this differ across positions and departments?	Do employees at Access National have a good work-life balance? Does this differ across positions and departments?	0
113971	186127	40481	How can you make someone addicted to being around you?	Has a person ever said something to you that made you rethink your life?	0
113972	186128	186129	How do I decorate an 80's and 70's themed bedroom?	How do I decorate a 70's and 80's bedroom theme?	1
113973	186130	186131	"Is it illegal to be a real life ""Ironman like"" vigilante?"	Pictures of pablo escobar?	0
113974	127839	186132	If this guy shoots me in the forehead at close range with a 50AE Desert eagle what would happen with me?	Poll Question! If you shoot me in The head at 3,5 yars with a 50AE Desert eagle can I survive?	1
113975	186133	186134	What are the major similarities and major differences between the philosophies of Sri Ramanujacharya and Sri Adi Shankaracharya?	Who is your favorite personality. Adi Shankaracharya or Ramanujacharya? What is the main difference in their philosophy?	0
113976	27909	186135	Which is better modern education system or ancient education system?	Which has a better education system: Hong Kong or Singapore?	0
113977	186136	186137	A Pen drive capacity has been reduced from 16gb to 4.00 mb. How to regain The actual storage?	I have a 16GB pen drive but now it is showing only 4 MB. How can I solve this?	1
113978	186138	186139	Was the nuclear bombing of Nagasaki, specifically, 3 days after Hiroshima militarily necessary and morally justified?	Was it really necessary to drop the nuclear bomb over Hiroshima and Nagasaki during World War 2?	0
113979	186140	186141	Which is better Bsc physics or computer science?	Which is better: BSC in computer science or a BTECH?	0
113980	186142	186143	How do I improve my analysis skills?	How do I increase analysing skills?	1
113981	186144	186145	What is an example of a connotation?	What are some examples of connotative language?	0
113982	186146	186147	What are the best music albums of all time?	What are the best Broadway musicals of all time?	0
113983	113639	79389	What happened to Pablo Escobar's money after he died?	Exactly how much money did Pablo Escobar have?	0
113984	8849	101795	What is Hillary Clinton's foreign policy outlook with regard to India?	What will be the Hillary Clinton's India policy if she become the president of USA?	1
113985	186148	186149	What is rigidity modulus?	What does rigidity modulus depend upon?	0
113986	186150	186151	How do you differentiate SAP HANA Cloud Platform from SAP HANA Enterprise Cloud?	Is it better to switch my career from mainframes to SAP HANA?	0
113987	186152	186153	What are the various non-tech companies that visit N.S.I.T for placements and what is the skill set that they are looking for in a person?	Which companies visit NSIT for placements in 7th semester and which companies in 8th semester?	0
113988	83197	186154	How is the formula for the modulus of elasticity determined?	What is the formula for the modulus of elasticity?	0
113989	2943	186155	Why is the European society ignoring the slaughter and the cruelty preformed in Arakan?	How can I be less upset by human cruelty?	0
113990	84813	32132	As 500 and 1000 rupee note is demonetized, what will RBI do with the collected old notes?	What will RBI will do all 500 and 1000 notes?	1
113991	186156	86817	How can I create a video out of my PPT in MS POWERPOINT 7?	How is information described in Quantum mechanics?	0
113992	186157	186158	Where is the cheapest and nice country to visit?	What are some of the cheapest country to visit for middle class families?	1
113993	186159	186160	Which neurons cause movement or action in an organ?	Do ad agencies actually solve business problems?	0
113994	186161	186162	What documents we have to send to CBSE for improvement class 12?	How do I fill form of CBSE improvement form for class 12 2017 ? I'm perplexed Do I have to pay fees online? Do I have to send/upload pass marksheet?	0
113995	17914	171500	Who is the most inspirational person to you?	Who is the most inspirational person and how?	1
113996	49732	10012	What are the ways to gain height?	What are the ways to grow tall?	1
113997	186163	186164	What are the benefits of one sided love?	What are benefits of one sided love?	1
113998	134614	154709	How can I contact the Yahoo customer service in the USA for Yahoo help?	How do I contact Yahoo customer service?	1
113999	186165	186166	"Why is it sometimes I have a ""bad English day""?"	I have been learning English for ten years. Why is my spoken English so bad?	0
