id	qid1	qid2	question1	question2	is_duplicate
104802	172973	172974	Is it profitable to start a restaurant in Montenegro?	Why does the Netflix app keep closing on my Android?	0
104803	49615	2221	How can I hack my spouse whatsapp account?	How can I hack a WhatsApp account?	1
104804	48657	172975	How do I create a website like tutorialslot.com?	How do I create a website like Backlinkwatch.com?	0
104805	172976	172977	How can you legally watch NBA games online for free?	How do you watch NBA games online for free?	1
104806	26383	57562	What is the expected cutoff for KVPY 2016 SA -stream 2016?	How was the KVPY SA 2016? What is the expected cutoff?	1
104807	36634	28739	Is it possible to love more than one person at the same time?	Is it possible to love more than one person at a time?	1
104808	172978	172979	How should I nuke India?	Does Pakistan has more nukes than India?	0
104809	172980	172981	What is ambient temperature?	What is the best ambient temperature to have sex?	0
104810	172982	172983	What is the worst advice you have ever gotten?	What is the worst advice you've ever been given?	0
104811	172984	172985	How can I get my FIITJEE 2016 hall ticket?	How should I study in FIITJEE to get a rank under 100 in IIT?	0
104812	125304	172986	What's the best way to sleep on a plane?	Why do we experience dreams in short naps?	0
104813	172987	172988	What is the differences of Splunk Enterprise, Splunk Cloud and Splunk Light?	How does Splunk Storm compare to Sumo Logic?	0
104814	172989	172990	How do I sell a Clash of Clans account for Android?	"Why most of android user are obsessed with ""Clash of Clans""?"	0
104815	172991	172992	Where can one find a list of Eu Blue Card sponsors?	Can a small startup sponsor my Blue Card/work permit in Berlin?	0
104816	172993	172994	How do I extract streaming tweet using Flume?	Are singular verbs always used with pronouns 'either' and 'neither'? What are some examples?	0
104817	172995	172996	How did your life change after getting divorced?	How does getting a divorce change your life?	1
104818	172997	172998	What is the best online slot machine to play?	What are the best slot machines to play?	0
104819	172999	173000	Is there any other method for wireless power transmission other than induction method?	Is there any method for wireless power transmission other than induction method?	1
104820	173001	115824	Where can I buy some good quality weed (marijuana) in Noida?	Where can I get some high quality weed (marijuana) in  Delhi/NCR?	0
104821	24092	173002	What is the superstition regarding your eye twitching? Is there any validity to it?	What can you do when the skin under your eye twitches?	0
104822	138151	173003	Why companies acquire other companies?	Why do companies buy companies?	1
104823	173004	173005	How can I increase my weight by 5 kg within a month?	How do I gain 5 kg weight per month?	0
104824	173006	173007	Why does Google offer unlimited storage for photos via Google Photos app? What's in it for Google?	How is Google planning to handle unlimited storage for Google Photos users?	0
104825	87157	4122	Why is Saltwater Taffy candy imported in Jamaica?	Why are saltwater taffy imported in Japan?	1
104826	173008	154431	At what moment in your life did you witness true evil?	Why are some people evil? Are they born that way or does life make them evil?	0
104827	76752	173009	Who will win the Ballon d'Or in 2017?	Should there be a Ballon d'Or for every position?	0
104828	173010	173011	Why does the U-Wing fighter from Rogue One have moving wings?	How much was George Lucas paid for Rogue One?	0
104829	173012	17062	How can I master coding?	How do I master coding?	1
104830	173013	173014	What were Richard Dawkins' contributions to science?	How do genes contribute to the variety of species?	0
104831	173015	173016	How do I use Instagram in China?	Why has Instagram been banned in China?	0
104832	173017	173018	How many days will take in update adhar card?	After how many days aadhar card is updated?	0
104833	173019	173020	What happened to Corey Delaney, the 16-year-old Australian who inspired the movie Project X with his party back in 2008? Where is he now?	In the movie PK, the whole movie was about getting PK's remote back. Why did he have to come to earth in the first place? What was his actual mission?	0
104834	18300	173021	Could Donald Trump be a Democratic plant? Is he trying to help Hillary Clinton?	Does Bill Clinton regret calling Donald Trump to persuade him into running as a Republican for U.S. President?	0
104835	173022	173023	What are your experiences traveling alone?	What have been your experiences traveling alone?	1
104836	173024	173025	What are some catchy lawn care business names?	What are some catchy names for an application/tool that tracks or deals with the pricing configuration of a company?	0
104837	173026	173027	How pragmatic is Hillary Clinton?	Does Hillary Clinton view herself as a liberal Democrat?	0
104838	6437	7801	How should I earn money online working from home?	What are the easiest ways to earn money online?	1
104839	173028	173029	Is it true that video games make people violent?	Is there any evidence linking video games to real-life violence?	1
104840	173030	173031	How many earthquake spells are required to destroy lvl 6 and 7 walls?	How many earthquake spells are required for taking out a wall (from L1 to L4)?	0
104841	22952	173032	How has Manish Sisodia performed as Delhi's Education Minister, till December 2016?	How can I meet the Chief Minister of Delhi?	0
104842	173033	173034	I am too weak in Physics. What should I do for Jee 2017?	How can I get 250+ marks in JEE Mains 2017 if I am very weak in physics?	0
104843	173035	173036	I'm doing my second year MBBS. Will it be fine if I start my PG entrance preparation now or wait till I complete my internship?	Should I do an internship in MBBS or prepare for PG entrance instead?	0
104844	134277	173037	How can I lose weight without eating less?	Can I lose weight without eating rice?	0
104845	173038	30303	Can I Create A Cartoon Profile Pic for my YouTube Avatar Easily?	How we can download the videos from YouTube?	0
104846	67129	40218	How will l be topper for MBBS first year?	How should I study to become the topper in the First Professional Examination in MBBS?	1
104847	45110	25973	How can we improve India's current education system?	How can India revamp its education system?	1
104848	173039	173040	Why do Indian women wear a red dot on their forehead?	Why do some Indian people wear a red dot on their forehead?	1
104849	173041	83742	How can I transfer all of my contacts, messages and WhatsApp stuff to an iPhone from my Android phone?	How do I transfer WhatsApp messages from to iOS Android?	0
104850	173042	173043	Why doesn't Quora filter out basic questions that can be answered with a quick Google search?	Would Quora be better if there were a filter to reject questions that are trivially answered via a Google search?	1
104851	173044	173045	Do Muslim women have a right to divorce men?	"Muslim men can divorce there wife just by saying""talak talak talak"". but Muslim women don't have right to divorce.why?"	1
104852	9138	63127	How can you train a Basenji/Chihuahua mix?	How can I train a dog perfectly?	1
104853	173046	173047	What are the best paradoxical movies?	What are some interesting paradoxes?	0
104854	173048	173049	How can I differentiate fake and original bodybuilding supplements like whey protein?	70-80 percentage of protein supplements available in the market are fake. How can I get a original product?	0
104855	173050	173051	Is it easy to get a job on J2 visa?	It is easy to get good jobs abroad from IITs?	0
104856	173052	173053	Who can be a good coach for the Indian cricket team?	Who would be the best coach for the Indian cricket team?	0
104857	173054	173055	What are marketing job prospects in Australia?	What are the job prospects of an lndian in Australia?	0
104858	173056	173057	How can I solve this question?	What is the best way to solve this question?	0
104859	173058	173059	What is actual DNA transcription?	What is the purpose of DNA transcription?	0
104860	173060	173061	What are some psychological facts related to cars?	What are some psychological facts related to confidence?	0
104861	173062	173063	How do you take out time to read?	How do I take out time to read books?	1
104862	21808	146210	What is that one thing you regret buying?	What is the most regretful thing done by you in your life?	0
104863	173064	173065	Does the subject of authentic leadership is trending know for a PHD?	Are there any 360 video simulations for public speaking?	0
104864	21661	42092	How do I invest money into stock market?	How do you join and start investing into the stock market?	1
104865	77638	3480	Which is the best place to visit in Goa?	We are Planning to visit Goa for three days,which are the best places to visit?	1
104866	173066	173067	I'm a non vegetarian and my girlfriend is a vegetarian and I'm going to meet her elder brother who don't like non vegetarians so what should I talk?	Which are the best tyres for a car?	0
104867	173068	173069	What is the Google Summer of Code Internship like?	What did you do with your Google Summer of Code earnings?	0
104868	173070	173071	How does Hyperreality work in social networking?	How does Hyperreality works in social networking?	1
104869	173072	173073	What is transactional pricing?	How much are transaction fees on Airbnb?	0
104870	173074	173075	What are the signs a woman can't be bought?	How can I tell if my man has another woman. What are the particular signs to look for?	0
104871	53535	1101	How will Trump or Clinton presidency affect foreign students?	How would Trump presidency affect Indian students in the US?	1
104872	173076	173077	What am I supposed to do when I am happy for someone & they don't care that I'm happy for them?	I am not happy, what should I do?	0
104873	173078	173079	In DFA how can I add Thaird party Placements where can I set Budget Like DBM?	How can I start learning DFA?	0
104874	173080	173081	What's the mood now in the UK after Brexit?	What is life in Britain after Brexit?	1
104875	173082	173083	Which is a better book for organic chemistry for clearing JEE Advanced MS. Chauhan or Himanshu Pandey?	I am preparing for jee advanced 2017, which book should I follow for organic chemistry?	0
104876	30859	62003	Can i get pregnant the day after my period ends?	Can I get pregnant two days after my period ends?	1
104877	173084	173085	I love a girl for more than 6 yrs & proposed 3 yrs back She never made anything clear. We talk daily. But how to know if she really loves me or not?	Country with less criminals?	0
104878	173086	173087	Is the fear of freedom is greater than the urge for freedom quote?	Get married going against parents or not?	0
104879	173088	173089	Why are halogens coloured?	Is black really a colour?	0
104880	62753	56336	Who won the First Presidential Debate of 2016?	Who won the debate Hillary or Trump?	1
104881	92244	124097	When is surge pricing on Uber generally in effect in Montréal and how high does it go?	When is surge pricing on Uber generally in effect in Toronto and how high does it go?	0
104882	173090	173091	Is the IIT JEE physics and chemistry syllabus and difficulty level the same as AIPMT and NEET?	How does IIT-JEE compare with CAT (IIMs) when it comes to difficulty level?	0
104883	173092	22262	What data science and machine learning career opportunities are there at Pinterest?	What data science and machine learning career opportunities are there at Apple?	0
104884	94559	173093	What are some uses of the Nile River?	What is the Nile River?	0
104885	173094	173095	What is the most perverted film that you have ever seen?	What is the most depressing film you have ever seen?	0
104886	173096	173097	Does India need FDI in retail sector?	How will FDI affect the retail sector in India ?	0
104887	173098	173099	What's a good proofreading service for academic articles?	Does proofreading include editing?	0
104888	173100	173101	Where can I find best hotel at Ranikhet?	What are good hotels at Ranikhet?	0
104889	173102	153481	Question what is string theory?	What exactly is the String Theory?	1
104890	173103	143959	What are the best funny short stories?	What are some of the best short stories?	0
104891	173104	17316	I'm 17 years old boy from New Delhi, India. I've a business plan for startup. I know my idea will work but I've no idea how I can get funding? How to write business plan? Where I can get investors?	How do I get funding from investors for my business idea?	0
104892	173105	173106	What makes Avon products good?	How many vacancies for EC in JTO 2017?	0
104893	173107	173108	Why has the government not taken any action against hijra, who kidnaps young men, married men and forced them into castration and homosexual prostitution?	Why has the government not taken any action against barbaric crimes committed by Hijra who kidnap young men, married men and force them into castration and homosexual prostitution?	1
104894	164345	173109	What is consultancy services?	What's the consulting service manager of a company?	0
104895	15350	173110	What are the best books on lucid dreaming?	What books or websites can help me to lucid dream?	1
104896	173111	173112	Is it diffraction I see when I closely look at my finger(s)?	Why can I see my fingers connected when they haven't really touched?	0
104897	173113	173114	Do you lose US citizenship if your birth certificate and social security card burn in a house fire?	Does having a social security card prove US citizenship?	0
104898	173115	23914	How can I learn to build a compiler?	How do I write a compiler?	1
104899	173116	173117	What was it like to be a commercial farmer in the 1970s?	What was it like to be a commercial farmer in the 1980s?	0
104900	72030	173118	Is masturbating bad for health?	Is too much masturbation bad for health?	1
104901	97492	173119	What are some things new employees should know going into their first day at SM Energy?	What are some things new employees should know going into their first day at Devon Energy?	0
104902	173120	173121	Should an electric blanket be under or over your covers? Why?	Why does my cat like to burrow under blankets?	0
104903	173122	173123	What is the best relationship advice you've ever received that you would pass on to someone?	What are some examples of excellent relationship advice?	0
104904	173124	22639	How do I add contact button to instagram?	How do I contact Instagram?	0
104905	56187	120179	Which company provides the best SEO services in Delhi?	How do I find the best seo company in dellhi ncr?	1
104906	69409	117930	"In good vs. evil, why is it that ""evil"" deeds seem to have a much larger impact on the world than the benefits of ""good""?"	What would the last common ancestor of all humans and insects have looked like?	0
104907	173125	173126	How do you send a Snapchat video without sound?	How do I use Snapchat without Google play store?	0
104908	75917	17100	Which are the best ways to lose weight?	I am ugly and fat, how to lose weight?	1
104909	173127	173128	How good is Harish-Chandra Research Institute?	Enterprenuer: How can I start a research institution in India?	0
104910	8569	14183	Is it healthy to eat instant white oats every day?	Is it healthy to eat a tomato every day?	1
104911	173129	173130	How do you find the density of mass?	How do you find the density of an object?	0
104912	173131	163378	If I block someone who is following me, will they automatically unfollow me, and will they therefore know about it?	How do I know who follows me on Quora?	0
104913	4044	11092	How can I lose weight quickly?	How do I lose weight in a short time?	1
104914	173132	173133	I'm working as officer scale 1 in regional rural banks. What will be the growth level and job prospects? Can I shift to commercial banks from RRB after writing JAIIB and CAIIB?	Is it wise to leave PNB for Regional Rural Bank?	0
104915	173134	173135	What quotes are most commonly misattributed to Albert Einstein?	How did Albert Einstein Study?	0
104916	173136	173137	How much furniture does Amazon sell?	Amazon (company): What takes more work: selling items off Amazon or selling them off eBay?	0
104917	173138	173139	What is the average salary for a B.Tech graduate at Asian Paints?	What is exception handling in vb.net?	0
104918	149805	7421	How do you activate a Verizon phone by calling?	How can I activate a Verizon phone with a call?	1
104919	173140	33761	How should I improve my English vocabulary to communicate with others?	How do I improve my vocabulary and fluency in english daily?	1
104920	173141	133967	How do I crack my GATE 1?	What is the easiest way to crack gate?	0
104921	173142	120901	How do I get call history for my Airtel prepaid number?	How do I get the call details of another phone number?	0
104922	173143	173144	Can a 40-year-old date a 20-year-old?	Should a 21 year-old woman try dating a 40 year-old man?	0
104923	173145	173146	How can this be possible? 1 view and 21 upvotes?	What format did you use for the resume that got you your dream job?	0
104924	173147	173148	If Yale wants to interview me, does that mean I have passed the first round of admission or the admission office just interview a random applicant?	How important are admissions interviews in the college application process? Can they make or break a school's decision to accept or reject someone?	0
104925	115376	3664	How one can discover his / her aim in life?	How do you find your life's purpose?	0
104926	173149	173150	What is the best mosquito repellent?	What is the best ultrasonic mosquito repellent?	0
104927	91709	107691	How many people work on the same Character in a video game?	Why do so many YouTube videos start with white text on a blue background? Are people using the same video editing software? If so, which one is it?	0
104928	9588	24472	Will there be a World War III soon?	Is there a war coming?	1
104929	173151	173152	Could any one suggest books in romantic genre?	Could you suggest to me the best romantic book?	1
104930	51617	24297	How can I realistically make money online?	What is the easy way to make money online?	1
104931	49564	137461	How can I write a essay?	Why is it so hard to write an essay?	1
104932	173153	173154	How many nukes does North Korea have?	Should we nuke North Korea?	0
104933	173155	173156	How could I adjest myself if jobs are not avail after study?	How can I motivate myself to study even if I'm not interested in education?	0
104934	6731	173157	Which is the best service carrier air conditioner service center in hyderabad?	Where is the best Carrier air conditioner service center in Hyderabad?	1
104935	173158	173159	What are the gaps in your recovery plan and how do you find them?	What is the minimum Distance for Disaster Recovery site?	0
104936	12754	52814	Why can't we store lightning energy?	Why can't we harness lightning energy?	1
104937	173160	152980	What would happen if there was no Moon?	What if there was no moon?	1
104938	173161	29082	What are the symptoms of a Zoloft overdose?	Can one overdose on Zoloft (sertraline)? How much would be required?	0
104939	173162	173163	Which is the funniest incident happened with you?	What is the funniest incident of your life?	1
104940	173164	173165	How big data is different from data?	How is big data different?	0
104941	173166	173167	Why does light travel so fast in space?	Why does light travel so fast?	1
104942	173168	173169	Can tiger kill a lion?	Can a tiger kill the lion?	1
104943	173170	173171	What is the corporate culture like at Approach Resources? How is the culture different than other companies?	What is the corporate culture like at Artisan Resource? How is the culture different than other companies?	0
104944	173172	173173	Why are initial values for the network's weights chosen randomly from interval (-1.0..1.0)?	Is it possible to set pre-fixed weights in Neural Network?	0
104945	173174	173175	Is it possible to live a relationship in an IIM like in the Two States book?	Which book should I refer to prepare for IIM?	0
104946	173176	173177	Is soft personality a bad thing?	I'm a type of person who doesn't mix up in a group quickly. Is it a good or bad thing?	0
104947	173178	173179	Why are tapas so popular in Spain?	"Did you know that ""Shin chan"" is very popular in Spain?"	0
104948	173180	10377	Which intersections in Pittsburgh are particularly dangerous? Why? What could be done to improve them?	Which intersections in Toronto are particularly dangerous? Why? What could be done to improve them?	0
104949	173181	173182	Purpose of Javascript?	What are services in AngularJS?	0
104950	85548	173183	What does it feel like to have your penis inside a vagina?	Oral Sex: What is it like to be eaten out?	0
104951	173184	173185	Can you measure innovation?	It is said that if your start-up ideas are those improving the existing ideas rather than the innovative ones, you have to make it 10 times better than the existed ones. But how can we measure the '10 times'?	0
104952	173186	173187	What should I expect from competency interview with MSF?	What should I expect from a final round interview with the VP of the department?	0
104953	173188	173189	Why is my feed packed with stories about relationships?	Sleeping hours of newborn?	0
104954	173190	173191	Has California ever voted for a Republican in the general election?	What does it feel like losing a friend?	0
104955	173192	173193	What is your review of La ʾilaha Ha Il Allah -Quran[7:65] There Is No God but Allah?	Is there really an Arsh of Allah (throne of God) in the Sky?	0
104956	173194	173195	How much time I need to learn to code in HackerRank?	How much time do I need to learn to code?	0
104957	173196	173197	What are some tips on making it through the job interview process at Integrated Silicon Solution?	What are some tips on making it through the job interview process at Integrated Device?	0
104958	173198	173199	What is resourcefulness?	What is a resource?	0
104959	173200	173201	"Why do men say ""You're cute when you're angry"" to women? What makes it attractive to them? Or is this said just to annoy the woman?"	What does it mean if your boyfriend says you're a great woman?	0
104960	173202	173203	How did Thor: Ragnarok get greenlit? What's the backstory of how the movie got made?	How did Thor: Ragnarok (2017 movie) get greenlit? What's the backstory of how the movie got made?	1
104961	24701	173204	Is it safe to apply aloe vera gel on the face overnight?	How can you use aloe vera on your face?	0
104962	138422	131449	What refrigerator compressor does frigidare use?	How does a refrigerator work?	0
104963	173205	173206	What is 1g 2g 3g and 4g?	What do 3G and 4G mean?	0
104964	23095	173207	Do waist cinchers really work? If so, how?	Does waist training work?	1
104965	173208	173209	What does metaphysics of presence mean?	What is a metaphysical conceit?	0
104966	31868	17854	Why do people ask questions on Quora while They can get all the answers by Googling?	Why do people bother to ask questions on Quora they could just google to get the answer?	1
104967	145125	173210	Why is the Indian government producing 2000 rupee note as it can be easily used for black money?	How will the introduction of new 2000 rupee notes help in curbing the black money?	1
104968	173211	173212	Is it normal that no music can resonate with my soul?	Where can I find sheet music for a Heart and Soul piano duet?	0
104969	47682	18380	Can instagram accounts see who visited their profile?	How can I know who views my Instagram profile?	1
104970	138546	173213	Which is the best Shah Rukh Khan movie and why?	What is your favorite Shahrukh Khan movie and why?	1
104971	173214	173215	Are there different types of cotton?	What are the different types of cotton?	0
104972	173216	100028	Why can't planets be different shapes?	Why are planets spherical?	1
104973	173217	173218	Is CrossOver too good to be true?	Is it a good idea to merge marketing company and event planning company? Or would it be too confusing to have two different services in one company?	0
104974	173219	173220	Will stock market crash?	When will the stock market crash again?	0
104975	173221	12029	What are some legitimate ways to make a living ($40k+ yearly) working entirely from home?	What are some legitimate ways to make extra money from home?	0
104976	173222	173223	How much do hedge fund programmers earn on Wall Street?	How do I drive at a constant speed when driving?	0
104977	173224	173225	Which is the best car to buy under 7 lakhs?	Which is the best car to get under 8 lakhs?	0
104978	14518	27759	How do I read my friend's WhatsApp chat without taking his phone?	How do I hack or spy on someone's WhatsApp conversation?	0
104979	173226	173227	What is the importance of horizontal communication? What is its main purpose?	What is the main purpose of a trade union?	0
104980	173228	173229	Will Moto G3 receive the Android O update?	Will Moto G3 receive the Android N update? If yes, when?	0
104981	116073	173230	How do I see someone's best friends on snapchat?	How can I see past messages from someone on snapchat?	0
104982	173231	173232	How do they get the pictures of the sun that appear blue or green? I know it's all colors, but how can they capture the blue sun?	What is the hostel and mess charge in amity Lucknow?	0
104983	173233	173234	Is knowledge obtained or recollected?	Is knowledge obtained or recollected? Why?	1
104984	173235	173236	Should I tell my father that his father died while he's on his honeymoon?	Spoilers: Was T'challa born with his superhuman like powers or did he somehow get them after his father died?	0
104985	173237	19615	What is good and service tax?	Why has the central government introduced GST? What are the benefits? Why are states opposing it? What points are causing a stalemate?	0
104986	173238	173239	Where can I purchase veal or calf kidneys and/or liver in Texas?	Where can I buy uncooked chicken liver in New England?	0
104987	173240	173241	What's the best motorcycle for a beginner who happens to be very tall?	What's the best motorcycle for beginners?	0
104988	173242	39210	How often can I thin my hair?	How can I improve my health as I'm very thin?	0
104989	173243	173244	What are the best Naruto episodes?	Which are the best episodes in Naruto and Naruto Shippuden?	1
104990	30835	24261	How do I start preparation for IAS?	What's the process to start study of IAS?	1
104991	44602	23707	How did Donald Trump become such a racist?	Is there any proof Donald Trump is racist?	1
104992	173245	173246	Why is it that SC/ST students don't have to pay any fees in government colleges including IIT/NITs/IIMs/AIIMs…? Is this justified in any way?	Why aren't there any protests in IITs/IIMs similar to JNU/FTII colleges? Doesn't students of IITs/IIMs care about politics of India?	0
104993	173247	173248	What is sqdpcme?	My birth details are 05_mar-1983. Birth Place: Raipur (Chhattisgarh), India, Birth Time: 18:45 hrs.Pls. tell about wealth and health?	0
104994	173249	36894	What is the best way to train a Beagle/Pitbull mix?	How do you train a Beagle/Brittany mix?	0
104995	173250	173251	Will my belly button (navel) hurt when I get it pierced?	Does it hurt to pierce your belly button?	1
104996	173252	173253	Why do people write such big answers to questions as simple as do you like pizza?	Why do people give complicated answers to simple questions?	0
104997	173254	173255	Does the spirit world exist? If yes, who is the initiator and controller of this spirit realm?	What breaks a person spirit?	0
104998	109202	110240	How can I memorize quickly?	How can I memorize things faster?	1
104999	173256	173257	What is an airsoft gun?	What is an AEG airsoft gun?	0
